Bài,生词,Pinyin,描述,意义,例如,复习,检查
bài 13,起初,#NAME?,刚开始的时候,lúc đầu,起初我不太习惯。,,FALSE
bài 13,迁徙,#NAME?,大群人或动物搬到别的地方住,Di cư,鸟类每年都会迁徙。,,FALSE
bài 13,侵犯 ,#NAME?,住在某个地方,Vi phạm,我居住在城市里。,,FALSE
bài 13,居住,#NAME?,住在某个地方,sống,我居住在城市里。,,FALSE
bài 13,纯粹,#NAME?,只有一种，没有别的混在一起,hoàn toàn,这是纯粹的牛奶。,,FALSE
bài 13,生存,#NAME?,活下去，维持生命,Tồn tại,人类需要干净的环境才能生存。,,FALSE
bài 13,便于,#NAME?,让某件事做起来更容易,dễ dàng,这个软件便于操作。,,FALSE
bài 13,习俗,#NAME?,一个地方长期形成的习惯和做法,phong tục,每个国家的习俗不一样。,,FALSE
bài 13,码头,#NAME?,船停靠上下货物和人的地方,cảng,船停在码头。,,FALSE
bài 13,主流,#NAME?,最主要的部分或趋势,chủ đạo,旅游已经成为主流。,,FALSE
bài 13,携带,#NAME?,随身带着东西,mang,请不要携带危险物品。,,FALSE
bài 13,序言,#NAME?,书前面介绍内容的文字,Lời tựa,我在序言中看到了作者的想法。,,FALSE
bài 13,繁华,#NAME?,人多、热闹、活动多,nhộn nhịp,上海是一个繁华的城市。,,FALSE
bài 13,犹如,#NAME?,好像、就像,Giống,他的笑容犹如阳光。,,FALSE
bài 13,宗旨,#NAME?,最主要的目的和原则,"tôn chỉ, mục đích cốt lõi",我们的宗旨是服务顾客。,,FALSE
bài 13,栏目,#NAME?,报纸、书或节目里的固定部分,"mục, phần (mục lục)",这个栏目很受欢迎。,,FALSE
bài 13,人性,#NAME?,人本来的感情和特点,bản chất con người,这个设计更人性化。,,FALSE
bài 13,卫星,#NAME?,围绕行星转动的天体,vệ tinh,卫星围绕地球转。,,FALSE
bài 13,导航,#NAME?,指引方向,điều hướng,手机有导航功能。,,FALSE
bài 13,向导,#NAME?,带领别人走路的人,Hướng dẫn,向导带我们爬山。,,FALSE
bài 13,一向,#NAME?,从过去到现在一直这样,Luôn luôn,他一向很努力。,,FALSE
bài 13,指南针,#NAME?,指示南北方向的工具,la bàn,古代人用指南针辨别方向。,,FALSE
bài 13,若干,#NAME?,一些，不确定数量,"một số, vài, một vài",我买了若干本书。,,FALSE
bài 13,遍布,#NAME?,到处都有，分布很广,Phổ biến,商店遍布全城。,,FALSE
bài 13,千方百计,#NAME?,想尽一切办法,bằng mọi cách,他千方百计帮助朋友。,,FALSE
bài 13,书籍,#NAME?,书的总称,sách,图书馆有很多书籍。,,FALSE
bài 13,问世,#NAME?,新书或新产品第一次出现,đi ra ngoài,这本书刚刚问世。,,FALSE
bài 13,一度,#NAME?,曾经有一段时间,một lần,我一度很喜欢画画。,,FALSE
bài 13,轰动,#NAME?,引起很多人注意和议论, gây chấn động,这条新闻引起轰动。,,FALSE
bài 13,趣味,#NAME?,让人感到有意思的地方,thú vị,这本书很有趣味。,,FALSE
bài 13,人士,#NAME?,在某个领域有一定身份的人,người,很多人士参加了会议。,,FALSE
bài 13,版本,#NAME?,同一本书或产品的不同形式,Phiên bản,这本书有两种版本。,,FALSE
bài 13,发行,#NAME?,把书、报纸等发给大众,đã phát hành,这本书已经发行了。,,FALSE
bài 13,事业,#NAME?,需要长期做的大事情或工作, sự nghiệp,教育是一项重要的事业。,,FALSE
bài 13,偏僻,#NAME?,离中心远，很安静或不方便的地方,xa,那个村子很偏僻。,,FALSE
bài 13,沿海,#NAME?,靠近海边的地区,ven biển,沿海城市发展很快。,,FALSE
bài 13,风土人情,#NAME?,一个地方的自然环境和人们的生活习惯,Phong tục địa phương,我喜欢了解当地的风土人情。,,FALSE
bài 13,宗教,#NAME?,信仰神或神的系统,tôn giáo,佛教是一种宗教。,,FALSE
bài 13,考古,#NAME?,研究古代留下的东西,khảo cổ học,他喜欢考古。,,FALSE
bài 13,经费,#NAME?,做事情需要的钱,Tài trợ,项目经费不够。,,FALSE
bài 13,预算,#NAME?,提前计算要花多少钱,Ngân sách,做好预算很重要。,,FALSE
bài 13,参谋,#NAME?,帮助别人出主意的人,cố vấn,他给我当参谋。,,FALSE
bài 13,繁体字,#NAME?,笔画比较多的汉字,Chữ Hán truyền thống,台湾常用繁体字。,,FALSE
bài 13,简体字,#NAME?,笔画比较少的汉字,Tiếng Trung giản thể,大陆使用简体字。,,FALSE
bài 13,租赁,#NAME?,付钱借用别人的东西（如房子、车）,cho thuê,我租赁了一辆汽车。,,FALSE
bài 13,帐篷,#NAME?,用布或塑料做的临时小房子,lều,我们在山上搭了帐篷。,,FALSE
bài 13,振兴,#NAME?,让衰落的东西重新发展起来,Sự hồi sinh,政府努力振兴旅游业。,,FALSE
bài 13,产业,#NAME?,生产或经济活动的行业,ngành công nghiệp,旅游是重要产业。,,FALSE
bài 13,家常便饭,#NAME?,每天都会发生、很平常的事,Bữa ăn tự nấu tại nhà,对他来说，加班是家常便饭。,,FALSE
bài 14,北极,#NAME?,地球最北边的地区，很冷。,Bắc Cực,北极的冬天非常寒冷，人们需要穿很厚的衣服。,,FALSE
bài 14,评论,#NAME?,对事情发表自己的看法。,Bình luận,老师让我们对这篇文章进行评论。,,FALSE
bài 14,典型,#NAME?,具有代表性的人或事物。,đặc trưng,他是我见过的最典型的知识分子。,,FALSE
bài 14,考察,#NAME?,到现场去调查研究。,Cuộc điều tra,科学家们去北极考察环境变化。,,FALSE
bài 14,访问,#NAME?,去别人那里看望或交流。,truy cập,我们学校经常有外国客人来访问。,,FALSE
bài 14,高峰,#NAME?,最高点，事业或数量最多的时期。,đỉnh cao,他现在正处于事业的高峰。,,FALSE
bài 14,毅然,#NAME?,坚决地、毫不犹豫地做决定。,Kiên quyết,她毅然辞去了高薪的工作。,,FALSE
bài 14,疲惫,#NAME?,身体和精神都很累。,kiệt sức,连续工作几天后，他感到非常疲惫。,,FALSE
bài 14,力所能及,#NAME?,自己能力可以做到的范围。,Trong phạm vi khả năng của mỗi người,我只能做一些力所能及的事情帮你。,,FALSE
bài 14,开拓,#NAME?,开辟新的领域或道路。,mở ra,公司决定开拓海外市场。,,FALSE
bài 14,职务,#NAME?,工作中的职位、责任。,Công việc,他目前担任公司经理的职务。,,FALSE
bài 14,捆绑,#NAME?,用绳子绑住，也指被束缚住。,sự trói buộc,他感觉被工作和家庭捆绑着，无法自由。,,FALSE
bài 14,释放,#NAME?,把被束缚的东西放开、解脱。,giải phóng,辞职以后，他觉得自己被释放了，一身轻松。,,FALSE
bài 14,出身,#NAME?,家庭或早年的背景情况。,nguồn gốc,她出身于农民家庭，从小生活很艰苦。,,FALSE
bài 14,严寒,#NAME?,非常冷的天气。,lạnh giá khắc nghiệt,北极的严寒让很多人无法忍受。,,FALSE
bài 14,难以,#NAME?,很难做到或很难发生。,khó ,这么大的困难让人难以想象。,,FALSE
bài 14,头脑,#NAME?,思考的能力或清醒的意识。,tâm trí,遇到紧急情况一定要保持清醒的头脑。,,FALSE
bài 14,遭遇,#NAME?,遇到不好的事情。,bắt gặp,他在旅途中遭遇了严重的车祸。,,FALSE
bài 14,灾难,#NAME?,非常严重的灾害或不幸。,thảm họa,这场地震给当地人民带来了巨大灾难。,,FALSE
bài 14,饥饿,#NAME?,肚子很饿、缺少食物。,đói,在灾区，很多孩子仍然忍受着饥饿。,,FALSE
bài 14,风暴,#NAME?,强烈的风和雨的天气现象。,bão,船在海上遇到了猛烈的风暴。,,FALSE
bài 14,鼓动,#NAME?,激发别人去做某事。,cổ động,他的演讲鼓动很多人参加了这次活动。,,FALSE
bài 14,抢救,#NAME?,紧急救护生命或物品。,giải thoát,医生们正在全力抢救受伤的病人。,,FALSE
bài 14,刻不容缓,#NAME?,非常紧急，一刻也不能耽误。,Không còn thời gian để lãng phí,救灾工作刻不容缓，必须立即行动。,,FALSE
bài 14,支出,#NAME?,花出去的钱。,chi tiêu,这个项目的支出比原来预计的要多。,,FALSE
bài 14,精打细算,#NAME?,仔细计算每一笔花费。,tiết kiệm,她生活上一直精打细算，从不浪费。,,FALSE
bài 14,开支,#NAME?,花钱的总数。,lập kế hoạch chi tiêu,每个月家庭开支都需要认真记录。,,FALSE
bài 14,免得,#NAME?,为了避免发生不好的情况。,e rằng,早点出发，免得路上堵车迟到。,,FALSE
bài 14,储蓄,#NAME?,存起来的钱。,Tiết kiệm,他把多年的储蓄都用来买房子了。,,FALSE
bài 14,记载,#NAME?,把事情写下来记录。,Hồ sơ,这本书详细记载了北极的历史。,,FALSE
bài 14,惊奇,#NAME?,感到很吃惊和奇怪。,Sự ngạc nhiên,看到现代的北极，他感到非常惊奇。,,FALSE
bài 14,差别,#NAME?,两者之间的不同之处。,sự khác biệt,现实情况和书本描述有很大差别。,,FALSE
bài 14,连锁,#NAME?,一环接一环、连续的反应。,"chuỗi, xích, mạng lưới",一个问题可能会引发连锁反应。,,FALSE
bài 14,在意,#NAME?,放在心上、关心注意。,chăm sóc,不要太在意别人对你的评价。,,FALSE
bài 14,捕捉,#NAME?,抓住、拍下来。,Chiếm lấy,摄影师捕捉到了北极熊的精彩画面。,,FALSE
bài 14,支配,#NAME?,控制和安排。,Thống trị,我们要学会支配自己的时间和生活。,,FALSE
bài 14,包装,#NAME?,把东西包起来。,Bưu kiện,这个礼物包装得很漂亮。,,FALSE
bài 14,衣裳,#NAME?,衣服。,quần áo,她今天穿了一件漂亮的衣裳。,,FALSE
bài 14,潇洒,#NAME?,自然、大方、很帅气。,hào hoa,他穿上西装显得很潇洒。,,FALSE
bài 14,本能,#NAME?,天生就会的能力。,bản năng,游泳是小鸭子的本能。,,FALSE
bài 14,冲动,#NAME?,突然想做某事，控制不住。,bốc đồng,年轻人做事容易冲动。,,FALSE
bài 14,相差,#NAME?,两者之间有距离、不一样。,sự khác biệt,他的实际成绩和预期目标相差很大。,,FALSE
bài 14,时常,#NAME?,经常发生。,thường,他时常给父母打电话问候。,,FALSE
bài 14,穿越,#NAME?,从一边走到另一边。,Du hành thời gian,这条铁路穿越了草原和沙漠。,,FALSE
bài 14,专题,#NAME?,专门的主题或研究内容。,Chủ đề đặc biệt,学校举办了一个关于北极的专题讲座。,,FALSE
bài 14,赤道,#NAME?,地球上最中间的纬线。,xích đạo,赤道附近全年气温都很高。,,FALSE
bài 14,执着,#NAME?,坚持、不放弃。,Sự kiên trì,他以执着的精神完成了这项艰难的任务。,,FALSE
bài 14,将就,#NAME?,勉强凑合着用。,Hơn,条件有限，我们就先将就一下吧。,,FALSE
bài 14,古董,#NAME?,年代很久远的物品。,đồ cổ,这个瓷器是一件珍贵的古董。,,FALSE
bài 14,腹泻,#NAME?,拉肚子。,tiêu chảy,他吃了不卫生的食物，腹泻了。,,FALSE
bài 14,察,#NAME?,仔细看、调查。,Quan sát,他很会察言观色，能看出别人的心思。,,FALSE
bài 14,毅,#NAME?,坚强、有毅力。,Yi,学习外语需要有毅力才能坚持下去。,,FALSE
bài 14,拓,#NAME?,开辟、扩展。,Tuo,他们正在开拓新的业务领域。,,FALSE
bài 14,饥,#NAME?,饿、缺少食物。,đói bụng,饥饿是很多贫困地区面临的问题。,,FALSE
bài 14,记,#NAME?,写下来、记住。,nhớ,请把重要信息记录下来。,,FALSE
bài 14,严,#NAME?,严格、很厉害。,nghiêm ngặt,这里的冬天严寒难耐。,,FALSE
bài 14,竟,#NAME?,出乎意料。,Thực ra,他竟然考了第一名，真让人意外。,,FALSE
bài 14,冲,#NAME?,猛烈向前、冲击。,cây bấc,海浪不停地冲击着海岸。,,FALSE
bài 15,雕刻,#NAME?,在木头、石头等材料上刻出图案或形状,khắc,他擅长雕刻木头。,,FALSE
bài 15,干旱,#NAME?,长时间不下雨，缺少水分,hạn hán,这几年北方连续干旱，给农业生产造成很大损失。,,FALSE
bài 15,耕地,#NAME?,种庄稼的土地,đất canh tác,这几年，耕地面积不但没有扩大，反而减少了。,,FALSE
bài 15,庄稼,#NAME?,农民种植的农作物,cây trồng,今年春天雨水充足，庄稼长得很旺盛。,,FALSE
bài 15,盘旋,#NAME?,绕着飞或绕着走,lơ lửng,一只雄鹰在草原上空盘旋。,,FALSE
bài 15,时而,#NAME?,一会儿……一会儿……,Thỉnh thoảng,小燕子时而掠过水面，时而飞上天空。,,FALSE
bài 15,海拔,#NAME?,高出海平面的高度,độ cao,青藏高原是地球上海拔最高的高原。,,FALSE
bài 15,枯萎,#NAME?,植物因缺水而干死,héo úa,荒地上是一片枯萎的野草。,,FALSE
bài 15,牲畜,#NAME?,牛、马、羊等家养动物,gia súc,在雪灾天气里，有的牲畜竟然出现了冻死现象。,,FALSE
bài 15,壮丽,#NAME?,雄伟而美丽,tuyệt vời,我终于登上了雄伟壮丽的长城。,,FALSE
bài 15,依旧,#NAME?,还是原来的样子,vẫn,他们每天过着粗茶淡饭的日子，可依旧很开心。,,FALSE
bài 15,铺,#NAME?,把东西展开、放平,cửa hàng,小时候，每天晚上都是母亲为我铺床。,,FALSE
bài 15,卷,#NAME?,把东西弯起来或包起来,cuộn,不知不觉中，我们竟然卷入了他们的斗争中。,,FALSE
bài 15,蔚蓝,#NAME?,深蓝色,Azure,夏天，蔚蓝色的天空中飘着朵朵白云。,,FALSE
bài 15,漂浮,#NAME?,在空中或水面上移动,trôi nổi,你时而离我很近，时而离我很远，就像云一样漂浮不定。,,FALSE
bài 15,摇摆,#NAME?,来回摆动,xích đu,花儿在风中摇摆，倾听着风的旋律。,,FALSE
bài 15,毅力,#NAME?,坚持到底的精神,sẽ,只要有毅力，就没有克服不了的困难。,,FALSE
bài 15,杰出,#NAME?,特别优秀,Nổi bật,陈景润在数学研究上取得了杰出的成就。,,FALSE
bài 15,震撼,#NAME?,受到很大的震动,Sốc,这部电影具有震撼人心的艺术力量。,,FALSE
bài 15,宫殿,#NAME?,皇帝居住的建筑,cung điện,北京故宫是一个富丽堂皇的大宫殿。,,FALSE
bài 15,不禁,#NAME?,忍不住,Không thể,看着这些幸福的孩子，我不禁想起了自己的童年。,,FALSE
bài 15,生态,#NAME?,生物和环境之间的关系,Sinh thái học,我们要爱护自然环境，保持生态平衡。,,FALSE
bài 15,审美,#NAME?,欣赏美和判断美,Thẩm mỹ,他的审美很好，穿衣风格很时尚。,,FALSE
bài 15,罕见,#NAME?,很少见到,hiếm,今年气候异常，非洲发生了罕见的洪灾。,,FALSE
bài 15,珍稀,#NAME?,珍贵而稀少,Hiếm,国家设置了许多自然保护区，保护珍稀野生动植物。,,FALSE
bài 15,陶醉,#NAME?,沉浸在美好的感觉中,vui chơi,春天的西湖风景如画，令人陶醉。,,FALSE
bài 15,遗产,#NAME?,祖先留下来的财富或文化,di sản,几千年来，祖先为我们遗留下许多宝贵的文化遗产。,,FALSE
bài 15,拥有,#NAME?,有、具备,có,很多东西可以证明我们人类拥有惊人的创造精神。,,FALSE
bài 15,衬托,#NAME?,使某物更加突出,khởi hành,红旗在蓝天的衬托下显得分外鲜艳。,,FALSE
bài 15,纵横,#NAME?,横着竖着交错分布,Nằm ngang,东部地区交通发达，公路铁路纵横交错。,,FALSE
bài 15,汹涌,#NAME?,水势很大、很急,hỗn loạn,轮船在汹涌的海上缓慢地前进。,,FALSE
bài 15,目睹,#NAME?,亲眼看到,nhân chứng,我当时在场，目睹了事情的经过。,,FALSE
bài 15,重叠,#NAME?,一层压着一层,chồng chéo,这两个项目的内容有一些重叠。,,FALSE
bài 15,雕塑,#NAME?,用泥土、石头等做成立体形象,điêu khắc,这些雕塑的形象十分逼真。,,FALSE
bài 15,采集,#NAME?,收集,bộ sưu tập,秋天，老师带我们上山采集植物标本。,,FALSE
bài 15,种子,#NAME?,植物生长的新生命,hạt giống,春天，农民把种子撒在田里，等待秋天的收获。,,FALSE
bài 15,稻谷,#NAME?,成熟的水稻,lúa,秋天，田里的稻谷像一片片金色的海洋。,,FALSE
bài 15,阻拦,#NAME?,阻止别人做某事,dừng lại,你既然一定要去，我也不便阻拦。,,FALSE
bài 15,开辟,#NAME?,开创、开拓,mở ra,我们又开辟了一条上山的新路线。,,FALSE
bài 15,心血,#NAME?,花费的精力和感情,Tâm hồn,为了完成这部著作，他花费了一生的心血。,,FALSE
bài 15,辛勤,#NAME?,勤劳努力,công việc chăm chỉ,农民用辛勤的汗水换来了丰收的果实。,,FALSE
bài 15,锲而不舍,#NAME?,一直坚持，不放弃,Sự kiên trì,在学习上就是应该有锲而不舍的精神。,,FALSE
bài 16,鉴别,#NAME?,识别真假或好坏,Nhận dạng,他很会鉴别真假古董。,,FALSE
